loan_word;puris_equivalent
cubiculair;kamerling
cubitus;elleboogh, elle, anderhalf voet
cuirasse;pantsier, bórstharnas
culpabel;strafbaar, bestraffelijk, schuldigh
culpatie;betichting, beschuldighing, berisping
culpe;schuldt
culperen;betighten, beschuldighen, berispen
cultiveren;bouwen
cumulatie;ophooping, samenhooping
cumuleren;’t zamenhoopen, ophoopen
cunctatie;vertoeving, marring, draaling
cuncteren;vertoeven, marren, verbeiden
cupiditeyt;begheerlijkheydt
curabel;gheneesbaar, gheneeslijk
curassier;een zwaarghewaapendt ruiter, wapenruiter
curatele;bezórghing, redding, toezicht, bewindt, vooghdye
curateur;verzórgher, bezórgher, voorstander, overstander, redder
curatie;bezórghing
cure;zórgh, gheneezing, heeling, póts, bewindt, vooghdije
cureren;verzórghen, gheneezen, heelen
curieux;nauwkeurigh, nieuwsghierigh, zinnelijk, zórghvuldigh
currier;looper, renner
custodie;bewaaring, wacht, hoede
custos;kóster, opziender, hoeder, wachter
cylindre;ronde pylaar, zuil, rólsteen
cynosure;leydster, noordster
dame;vrouwe, joffrouw
damnabel;verdoemelijk
damnatie;verdoeming
damneren;doemen, veroordeelen, verdoemen
damnificatie;schadedoening
damoiselle;joffrouw, eedel joffer
danger;ghevaar
dangereux;ghevaarlijk
dateren;daghstellen, daghteikenen
datum;daghstelling, tijdtstelling, verleendt, gheegheven, daghteekening, ghedaan
de rato caveren;zeeker doen, zeeker stellen
de rato caveren;zeeker doen, zeeker stellen
deambulatie;wandeling
deambuleren;wandelen
debanderen;ontspannen, lós laaten, ontslaan, ontbinden
debarqueren;ontlaaden
debat;bestrijding, weederlegghing, twist, teeghenreeden, teeghenwerping
debattant;weederspreeker, teeghenspreeker, weederleggher
debatteren;bestrijden, bevechten, weederspreeken, bereedenen, bepleiten
debauchant;slampamper, slemper, optrekker, spilpenning, opsnapper
debauche;verwildering, slampamping, optrekking
debaucheren;optrekken, mooy weer speelen, oprókkenen, verleiden, slempen, slampampen, verwilderen
debet;is schuldigh
debil;zwak, krank, amachtigh
debiliteit;zwakheidt, krankheidt
debiliteren;verzwakken, krenken
debit;schuldt, schuldigh
debitersse;debitrice, schuldenersse
debiteur;schuldenaar, schuldtplichtighe
debonnaire;ghoedertier
deborderen;overvloeyen
debrouilleren;ontwarren
decadentie;vervalling
decantatie;beroeming, lófroeming
decanteren;beroemen, lófroemen
decapiteren;onthoofden, onthalzen
decederen;afghaan, weghghaan
december;wintermaandt
decent;betaamelijk, ghevoeghlijk, hebbelijk
decentie;betaamelijkheidt, ghevoeghlijkheidt, gheschiktheidt
deceptie;bedrieghing
deceren;betaamen, voeghen
decerneren;onderscheiden, bestemmen, besluiten, keuren, voorneemen
decessie;afghaaning, weghghaaning, wyking
dechargeren;ontlasten, ontlaaden, afschieten
decideren;beslechten, vonnissen, slissen, wijzen, uitspreeken
decifreren;afsijfferen, afschilderen
decipiëren;bedrieghen, uitstrijken
decisie;beslechting, vonnis, uytspraak ghewijsde
decisijf;beslechtelijk, beslisselijk, uitspraakelijk
declaratie;verklaaring, reekening
declaratif;verklaarende
declareren;verklaaren, uitlegghen
declinatie;buighing, afwijking, afhelling, schuwing, ontvlieding, afwending, afkeering
declineren;buighen, afneighen, afwijken, daalen, vermijden, afbuighen, schuwen, vlieden, afwenden, afkeeren
decoctie;kooking
decollatie;onthalzing, onthoofding
decolleren;onthoofden, onthalzen
decoqueren;kooken
decor;eerluister
decoratie;versiering, oppronking, optooying
decoreren;versieren, oppronken, optooyen
decrescent;afghroeyende, afghaande
decresceren;afghroeyen, afghaan
decret;besluit, last, ghebódt, voorneemen, rechtsghebódt
decretatie;ghoedtkeuring, besluiting
decreteren;besluiten, ghoedtkeuren
decrieren;uitkryten
dedecoratie;ontsiering
dedecoreren;ontsieren, onteeren
dedicatie;toewying, toeeighening, opdraght, opdraaghing
dediceren;toeeighenen, toewijen
dedignatie;verontwaerdighing, versmaading
dedigneren;verontwaerdighen, versmaaden
deditie;opgheeving
dedommagement;schaadeloosheidt
deduceren;beleiden, verhaalen, onderwijzen, berichten, verhandelen, afkorten, voortbrengen, inbrengen, voordraaghen, verklaaren, te kennen gheeven, bewijzen, leiden, afleiden, onttrekken
deductie;verhaal, beleiding, bericht, verhandeling, zaaksvoordraaghing, verklaaring, bewijzing, leiding, gheleiding, afleiding
defailliance;ontbreeking, mangel
defailliant;verzuimer, bankeroetier, bankbreeker
defailliëren;missen, ontbreeken, bankroet speelen, in ghebreeke zijn, in
defalcatie;aftrekking, afkorting
defalqueren;aftrekken, afkorten
defarroucheren;bezadighen, temmen
defatigatie;vermoeying
defatigeren;vermoeyen, afmatten
default;defect, ontbreeking, ghebrek, missing, mangel, verzuim, rechtsversuim
defaveur;wanghunst, onghunst
defavoriseren;in onghunst brengen, onghunst toonen
defect;defectijf, defectueus, ghebrekkelijk
defectie;afval, afstandt: ontbreeking, missing
defenderen;verweeren, verdaadighen, beschermen, beschutten, verantwoorden, handthaven
defense;beweering
defenseur;beschermer, beschutter, verweerder, verantwoorder, verdaadigher
defensie;beweering, bescherming, beschutting, afkeering, verdaadighing
defensif;beschermende, verdaadighende
deferentie;anbrenging, verklikking, ghedraaghing
defereren;anbrengen, opdraaghen, ghedraaghen, verklikken, bedraaghen, overdraaghen, voortbrengen, beklappen
deffensif en offensif;beschuttende en beschaadighende: verdadighende, en
deficiëren;ontbreecken, missen, afvallen
defiëren;wantrouwen, mistrouwen, in ghebreeke blijven, afvallen, verlaaten, afwijken
defiguratie;mismaaking
defigureren;mismaaken
definibel;uitbeeldelijk, bepaalbaar
definiëren;bepaalen, uitbeelden, uitspreeken, afschetsen, ontwerpen, afpaalen
definitie;bepaaling, uitbeelding, afschetsing
definitif;bepaaldt, uitghesprooken
deflecteren;afwijken, afwenden
deflectie;afbuighing, helling
defloratie;schóffeering, onteering, ontbloeming
defloreren;schóffeeren, schenden, onteeren
deflueren;afvloeyen
defluxie;afvloeying, zinking
deform;leelik, mismaakt, afzichtigh
deformeren;leelijk maaken, ontsieren, mismaaken
defraudatie;verkorting, bedrógh
defrauderen;bedrieghen, verkórten, vervoordeelen
defrayeren;kóstvry houden, kóstvryen, vryhouden
degasteren;verderven
degeneratie;ontaarding
degenereren;ontaarden
degouteren;onsmaakelijk maaken, wansmaaken, walghen
degoutteren;afdruppen, afleeken
degradatie;aftredt, verneedering
degraderen;afzetten, verneederen
deguiseren;vermommen
dehortatie;afmaaning
dehorteren;afmaanen
deité;ghódtheidt
dejectie;afwerping, neederwerping, afghank, stoelghank
dejicieren;afwerpen
delaberen;afzijghen, zakken, vallen, vervallen, ontvallen
delacheren;lósmaaken, afbinden, afhechten, detectie, ontdekking
delateur;overdraagher, anbrenger, verklikker
delatie;overdraght, opdraaghing, anbrenging, verklikking, beklapping
delay;uitstel, vertrek, verachtering
delayeren;vertrekken, uitstellen
delectabel;vermaakelijk
delectatie;verlustighing, vermaak
delecteren;verlustighen
delectie;verkiezing
delegatie;beveeling, overzetting, ontmaaking, onthiet, lastgheeving, bevelgheeving, bezending, gezantschap, schuldtoverwijzing
delegeren;bevel gheeven, onthieten, afzenden, schuldtoverwijzen, ontmaaken
deliberatie;beraading, bezinning, opzet, overlegh
delibereren;beraaden, raadtslaan, bezinnen, overweeghen
delicaat;teer, zacht, lekker
delicatesse;teederheidt, tengerheidt, lekkerny
delicieux;wellustigh
delict;misdaadt, ondaadt, overtreeding
deliëren;ontbinden
deligeren;verkiezen, uitleezen
delineatie;betrek, bewerp, ontwerp, aflijning
deliniëren;afpaalen, afmeeten, afteikenen, aflijnen
delinquant;misdoener, misdaadighe, overtreeder
delinqueren;misdoen, overtreeden
deliratie;raaskalling, mijmering, buitenspoorigheydt
delireren;raaskallen, zinneloos zijn, reevelen, suffen, mijmeren
delivrancie;bevrijding
delivreren;bevrijden
delogeren;verhuizen, verplaatsen
deloyal;trouweloos, ontrouw, ongetrouw
deluvie;zondvloedt
demandatie;beveeling
demandement;bevel
demanderen;beveelen
demanteleren;ontmantelen, ontwallen, ontvesten
demanúeren;voortvlieten, vervloeyen, uitlekken
demeleren;ontwarren, ontmengen
demembreren;ontleeden
dementi;looghenverwijt
dementy;loghenverwijt
demigratie;verhuizing
demigreren;verhuizen
demissie;verneedering, afzetting, afdank
demitteren;afzenden, afzetten, afdanken
democratie;vólksregheering, vólksheersching, vólkheerschappy
demolieren;verdelghen, afbreeken, uitrooyen
demolitie;verdelghing, uitrooying
demoniaak;bezeetene
demonstratie;betooning, vertoogh, betooghing, bewijs
demonstratif;betooghlijk, anwijzend
demonstreren;betoonen, bewijzen
demoveren;verplaatsen, afkeeren, ontwenden, beweeghen, verzetten, vervoeren
denieren;ontzegghen, lochenen
denombreren;tellen, optellen
denominatie;noeming, naamnoeming, afnoeming
denominatif;afnoemigh, naamachtigh, naamstammigh
denomineren;afnoemen, benoemen
denonceren;verkondighen, verwittighen
denonciatie;verkondighing, verwittighing
denotatie;beteekening
denoteren;beduiden, beteekenen
densiteit;dikheidt
densitude;dichtheidt, ghedrongenheidt
dentitie;tanding
denumerabel;aftelbaar
denumeratie;aftelling
denumereren;afreekenen, aftellen
denunciatie;ankonding, anzegghing, verkonding, ontbieding, waarschuwing
denunciëren;ankondighen, anzegghen
depecheren;afvaerdighen, opmaaken, uitgheeven
depeches;afvaerdighingen
depelleren;verdrijven
dependent;afhangende
dependentie;afhangendheidt, afhanging
dependeren;afhangen, anhangen, ankleeven
depictie;afschildering
depingeren;afschilderen, afmaalen
deplaisant;onvermaakelijk, wanbehaaglijk, onbehaaghlijk
deplaisir;onvermaak, wanbehaaghen, onbehaaghen
deplorabel;beschreyelijk
deploratie;beweening, beschreying
deploreren;beweenen, beschreyen
deponent;ghetuigh, neêrstellende
deponeren;ter getrouwer handt stellen, aflegghen, uitzetten, afstellen, neêrzetten, in recht verklaaren, te bewaaren gheeven, onder recht legghen, ghetuighen
deportatie;afzetting, verdraaghing, wegbanning
deportement;afzetting, draaghing, verdraaghing
deporteren;afzetten, draaghen, verdraaghen, uitbannen, weghbannen
deposant;betuigher, verklaarer
deposante;betuighster, verklaarster
deposeren;betuighen, daar stellen, overstellen, uitzetten, in recht verklaaren
depositaris;bewaaranneemer
depositie;betuighing, aflegghing, uitzetting, ghetuighenis, onderrechtlegghing, bewaargheeving
deposito;uitghezet op gheldtwinst
depositum;uitghezet, bewaarstelling
depossideren;uit het bezit stooten, weeren, uit bezit zetten
depost;afghelegt, afgheleghtheidt
depravatie;verslimmering, verarghering
depraveren;verargheren, verslimmeren, bederven
deprecateur;middeler, tusschenspreeker, afbidder, verbidder
deprecatie;afbidding
depreceren;afbidden, verbidden
depredatie;rooving, plondering
deprederen;rooven, plonderen
deprehenderen;vatten, ghewaar worden, vangen, ghrijpen
deprehensie;vatting, ghewaar wording: vanging, ghrijping
depressie;verdrukking, onderdrukking
deprimeren;verdrukken, onderdrukken
deputati;ghezondene, afghezondene, bevelhebbers, afghezanten
deputatie;afzending
deputeren;afzenden, afzonderen
derideren;uitlacchen
derisie;uitlacching
derivatie;afleiding, afspruiting, aftrekking
deriveren;afleiden, aftrekken
derogatie;afkeuring, afschaffing: onttrekking, aftrekking
derogeren;afbreeken, ontrekken, weeren, afschaffen, te niet doen, afkeuren
desabuseren;weeder te recht brengen, uit den dut helpen
desadvoy;afstemming, loochening
desadvoyeren;afstemmen, lochenen, ontkennen, van gheener waerde houden
desanimeren;ontmoedighen
desarmatie;ontwapening
desarmeren;ontwapenen
desastre;rampspoedt, onheil
desbanderen;ontspannen, lós laaten, ontslaan, ontbinden
desbarqueren;ontlaaden
desbauchant;optrekker, slampamper, spilpenning, opsnapper
desbauche;verwildering, slampamping, optrekking
desbaucheren;optrekken, slempen, slampampen, opsnappen, mooy weer speelen, verwildering, oprókkenen, verleiden
desborderen;overvloeyen
desbrouilleren;ontwarren
descapiteren;onthoofden, onthalzen
descendent;afkomeling, maaghschap, afghaande
descendentie;neederdaaling
descenderen;neêrdaalen, afkomen
descensie;neêrdaaling
deschargeren;ontlasten, ontlaaden, afschieten
descollatie;onthoofding, onthalzing
descolleren;onthoofden, onthalzen
desconsolatie;wantroosting
desconsoleren;wantroosten
descourageren;vertzaagen, ontmoedighen
describeren;afschrijven, beschrijven, uitschrijven
descriptie;beschrijving, uitschrijving, opschrijving
desdommagement;schadeloosheidt
desereren;verlaaten
desert;verlaaten, eenlijk, ghruwelijk, wildernis, woestijn
desertie;verlaating
desesperatie;wanhooping
desespereren;wanhoopen
desfaveur;ongunst, wangunst
desfavoriseren;in ongunst brengen, onghunst toonen
desfieren;wantrouwen
desfiguratie;mismaaking
desfigureren;mismaaken
desfloratie;schóffeering, onteering, ontmaaghding
desfloreren;schóffeeren, onteeren, ontmaaghden, schenden
desgousteren;smaakloos maaken
desgradatie;aftreedt, verneedering
desgraderen;verneederen, afzetten
desguiseren;vermommen
deshabilleren;ontkleeden
desheredatie;onterving
desherederen;onterven
deshortatie;afmaaning
deshorteren;afmaanen
desidereren;begheeren, vereisschen, ghemist worden
designatie;afteikening, beduiding, toewijzing
designeren;afteikenen, beduiden, anwijzen
desireren;begheeren, vereisschen
desireux;begheerigh
desisteren;afstaan, aflaaten, ophouden
deslogeren;verhuyzen
desloyal;trouweloos, ontrouw, onghetrouw
desmanteleren;ontmantelen, ontwallen
desmeleren;ontwarren, scheyden, ontmengen
desmembreren;ontleeden
desmoveren;beweeghen, verzetten, vervoeren, verplaatsen, afkeeren, ontwenden
desobligeren;ontslaan
desobservatie;naalaating, onghebruik
desobserveren;nalaaten, quaalijk waarneemen, verzuimen, verwaarloozen
desolaat;verlaaten, mistroostigh, troosteloos, verwoest
desolatie;verlaatenheyt, verwoestheyt, troosteloosheidt
desordre;wanschik, wanstal, wanórde, onórde
despage;zeerechtvonnis
despageren;zeerechtvonnis gheeven
despeche;afvaerdighing
despecheren;afvaerdighen, opmaaken, uitgheeven
despect;verachting, afzicht, smaadt
despenderen;ziet dependeren
despenderen;bekóstighen, verspillen
despensier;schafmeester
desperaat;twijffelmoedigh, wanhoopigh
desperatie;twijffelmoedigheidt, wanhoop
despereren;wanhoopen, twijffelen, vertwijffelen
despiciëren;versmaaden, verachten, afzien
desplaisant;onvermaakelijk, onbehaaghlijk, wanbehaaghlijk
desplaisir;onvermaak, wanbehaaghen, onbehaaghen
despoticaal;overheerdt
despravatie;verslimmering
despraveren;verslimmeren
dessacratie;ontheylighing
dessacreren;ontheilighen
dessaiseren;ontblooten, ontneemen
dessein;opzet, voorneemen, toelegh
dessert;nagherecht
destacheren;lósmaaken, afhechten
destinatie;schikking, bestemming, bestelling
destineren;schikken, bestellen
destituëren;ontzetten, verlaaten, verstellen, versteeken
destitutie;verlaating
destituut;versteeken
destour;dray, omwegh
destourneren;afwenden
destructie;verdelghing, vernieling, verwoesting
destructijf;verdelghelijk, vernielijk, verwoestelijk
destruëren;verdelghen, vernielen, verwoesten
desunieren;onteenighen, van een scheiden
detegeren;ontdekken
detenteren;onthouden, ophouden, houden
detentie;ophouding, vasthouding, ghevangenhouding, bekommering, beslagh, handtoplegghing
deterioratie;verarghering, verslimming
deterioreren;verslimmen, verargheren
determinatie;afpaaling, besluit, bepaaling, afsteeksel
determineren;afpaalen, besluiten, bepaalen
detestatie;afschrik, verfoeying, afzweering, vloek
detesteren;afzweeren, afghruwen
detineren;ophouden, onthouden, vasthouden, bekommeren, handtoplegghen, beslaan
detorqueren;omwenden, omkeeren, verdraayen
detorsie;omkeering
detracteren;detraheren, aftrekken, onttrekken, achterklappen
detractie;aftrekking, onttrekking, achterklap, opspraak, eerrooving, korting
deturbatie;beroering, verwarring, afwerping, afbonzing
deturberen;beroeren, verwarren, afwerpen, afbonzen
devaliseren;struikrooven, stroopen
devalleren;neêrlaaten, afzinken, zakken
devanceren;voorghaan, voorkoomen
devancier;voorghanger, voorzaat
devastatie;verwoesting
devasteren;verwoesten, vernielen
deviatie;afweeghing, afdwaaling
devijs;zinspreuk
